"","trait","id","lor","se","pval"
"1561","Other meat intake","ukb-b-770",-0.528906870030735,0.519062114147816,0.3082189035033
"1562","Operation code: mammoplasty/cosmetic operation on breast","ukb-b-10617",-0.386118454416026,0.379063523091465,0.308387454324308
"1563","Thickness of butter/margarine spread on baguettes: thin","ukb-b-2020",-0.723831687829155,0.711336156660056,0.308884118246957
"1564","Treatment/medication code: beclomethasone","ukb-b-8587",0.361089209398009,0.355292854921328,0.309479740746778
"1565","Operative procedures - secondary OPCS: Z66.5 Lumbar vertebra","ukb-b-17671",0.416543361013964,0.410013600510239,0.309664761452278
"1566","Savoury biscuits intake","ukb-b-1503",0.284208951702241,0.280576068025723,0.311085025379263
"1567","Diagnoses - main ICD10: M65.3 Trigger finger","ukb-b-8085",0.45301284597085,0.449024507300452,0.313031118694272
"1568","Diagnoses - secondary ICD10: Z88.8 Personal history of allergy to other drugs, medicaments and biological substances","ukb-b-4601",0.305946332809189,0.30328462909849,0.31308195054867
"1569","Frequency of strenuous sports in last 4 weeks","ukb-b-9991",-0.0835926331268787,0.0829250739450447,0.313430387921624
"1570","Diagnoses - main ICD10: J34.2 Deviated nasal septum","ukb-b-3770",0.281000797603567,0.279166881796567,0.314141819801817
"1571","PCT where patients GP was registered: CALDERDALE PCT","ukb-b-6400",-0.581020161959977,0.577575423755523,0.314432822458859
"1572","Lifetime number of same-sex sexual partners","ukb-b-1226",0.16985866045202,0.168909463608529,0.314598611179071
"1573","Age hayfever or allergic rhinitis diagnosed by doctor","ukb-b-18290",0.130927394998982,0.130382162998092,0.315290993424601
"1574","Diagnoses - main ICD10: Z47.0 Follow-up care involving removal of fracture plate and other internal fixation device","ukb-b-19542",0.303795662202997,0.303283341005108,0.316493700545265
"1575","Operative procedures - secondary OPCS: H44.4 Examination of rectum under anaesthetic","ukb-b-20421",0.4493715470091,0.449020808736556,0.316932640084147
"1576","Number of triplets attempted (right)","ukb-b-4909",0.0227687782354994,0.0228599992330209,0.319245490485781
"1577","Stewed fruit intake","ukb-b-8676",-0.217122576638712,0.218149855546142,0.319594778797127
"1578","Non-cancer illness code, self-reported: uterine fibroids","ukb-b-12722",-0.235717285835635,0.237435451536349,0.320825147520711
"1579","Mashed potato intake","ukb-b-15710",0.0769682782284981,0.0776795466412574,0.321761977257031
"1580","Intake of artificial sweetener added to coffee","ukb-b-1338",0.104345540780664,0.105339962565193,0.321900535847389
"1581","Manic/hyper symptoms: All of the above","ukb-b-10002",0.243746498077641,0.246361781506443,0.322475114633808
"1582","Diagnoses - secondary ICD10: N81.1 Cystocele","ukb-b-17336",0.374922176815618,0.37969978069806,0.323438049282742
"1583","Operative procedures - secondary OPCS: Y44.2 Monitoring of pressure in organ NOC","ukb-b-14639",-0.697286951446659,0.70637248860022,0.323575112027881
"1584","Non-cancer illness code, self-reported: helicobacter pylori","ukb-b-531",0.403884043853818,0.41000255335521,0.324586299588612
"1585","Operation code: upper limb surgery","ukb-b-290",-0.440810421864547,0.448087170443066,0.325233325640416
"1586","6mm weak meridian angle (left)","ukb-b-4331",0.052427515561061,0.0533445716544547,0.325701539741961
"1587","Treatment speciality of consultant (recoded): Breast surgery","ukb-b-4947",0.311847187645978,0.31803858619167,0.326823307782803
"1588","Type of meals eaten: Ready meals","ukb-b-12863",-0.304599215319308,0.310835394429456,0.327117040679498
"1589","Cake intake","ukb-b-3433",-0.118683368255621,0.121144395711348,0.327241547272232
"1590","Beef intake","ukb-b-10829",0.0864981457490806,0.0883386933446876,0.327498520210257
"1591","Hot drink temperature","ukb-b-14203",0.0459461804624745,0.0469381073478868,0.327645529553282
"1592","Treatment/medication code: oxytetracycline","ukb-b-17398",-0.691023641825865,0.706422841927243,0.327974843982258
"1593","Diagnoses - main ICD10: O80.0 Spontaneous vertex delivery","ukb-b-6330",0.347400824280467,0.35528260894988,0.32816560806255
"1594","PCT where patients GP was registered: EAST LEEDS PCT","ukb-b-14282",-0.48929541243733,0.500672337428601,0.328432182276317
"1595","Water intake","ukb-b-14898",-0.031963703827253,0.0327275165156632,0.328736784683361
"1596","Average monthly intake of other alcoholic drinks","ukb-b-13978",0.100091545061921,0.10256151077421,0.329105485092403
"1597","Fractured bone site(s): Leg","ukb-b-3798",0.282986669949169,0.290474687211042,0.32994659822319
"1598","Diagnoses - main ICD10: R87.6 Abnormal cytological findings","ukb-b-15836",-0.68783049644551,0.706444990413726,0.330230118127771
"1599","6mm cylindrical power angle (left)","ukb-b-4526",0.0518421532342134,0.053350886482677,0.33118958606876
"1600","Types of spread used on bread/crackers: Normal fat butter on bread/crackers","ukb-b-17402",-0.253827974301082,0.261454312957736,0.331632400429353
"1601","Morning/evening person (chronotype)","ukb-b-4956",0.0292253915802628,0.0301172019487281,0.331852793409856
"1602","Illnesses of father: Alzheimer's disease/dementia","ukb-b-323",-0.144410814922897,0.14913195160772,0.332873318908859
"1603","Treatment/medication code: vitamin e product","ukb-b-16288",-0.55823169601491,0.577671874761822,0.333870390814973
"1604","Job involve night shift work","ukb-b-10162",0.0607432655213577,0.0631278931251467,0.335936366451094
"1605","3mm weak meridian (right)","ukb-b-13506",0.0473823508567648,0.0493353752123401,0.336847243496502
"1606","Operative procedures - main OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus","ukb-b-11015",-0.248969062405149,0.259807963701534,0.337921029336186
"1607","Non-cancer illness code, self-reported: trapped nerve/compressed nerve","ukb-b-9856",0.391649369230193,0.409991760373556,0.339445440779566
"1608","PCT responsible for patient data: BOLTON PCT","ukb-b-19779",0.319849163263833,0.335064168223779,0.339784685239891
"1609","Operation code: breast surgery","ukb-b-3586",0.362063523918001,0.379689777962393,0.34029768991085
"1610","Non-cancer illness code, self-reported: meniere's disease","ukb-b-11736",-0.672638121274473,0.706558960822294,0.341101295334769
"1611","Diagnoses - secondary ICD10: C61 Malignant neoplasm of prostate","ukb-b-18843",-0.672364158572065,0.706558960306334,0.341297977312105
"1612","Other dessert intake","ukb-b-17441",-0.147796364293886,0.155325681369751,0.341337622430519
"1613","Operation code: sinus surgery","ukb-b-13003",0.360278506816788,0.379688367831978,0.342681904399679
"1614","Oily fish intake","ukb-b-10546",0.101376072166177,0.106877765836787,0.342863016854927
"1615","Baked bean intake","ukb-b-4058",0.0835716897358398,0.0881628375917064,0.343168030009557
"1616","PCT where patients GP was registered: SOUTH STOKE PCT","ukb-b-6987",0.336165105139332,0.355274452365685,0.344040244270848
"1617","Diastolic blood pressure, automated reading","ukb-b-7992",0.0253812161237042,0.0269384090377588,0.346093158792656
"1618","Type of baguette eaten: wholemeal","ukb-b-10073",0.427508952345576,0.454153516242065,0.346535070854673
"1619","Bread consumed","ukb-b-14977",0.205610519802344,0.218593042993053,0.346905417620843
"1620","Non-cancer illness code, self-reported: anxiety/panic attacks","ukb-b-17243",0.197196318477447,0.2106014152855,0.349093786528683
"1621","PCT responsible for patient data: EALING PCT","ukb-b-16102",-0.468535238505184,0.500727912388217,0.34942342189365
"1622","Operative procedures - secondary OPCS: K63.4 Coronary arteriography using two catheters","ukb-b-3725",0.283238200390429,0.303271135866728,0.350332877990475
"1623","Operation code: muscle/soft tissue surgery","ukb-b-1021",0.140176071627527,0.150151492163777,0.350528691406553
"1624","Length of mobile phone use","ukb-b-4094",-0.0182898517483207,0.0196047641520815,0.350856661396704
"1625","Heel bone mineral density (BMD)","ukb-b-8875",-0.0357091950716298,0.0384745823819452,0.353343092837631
"1626","Operation code: removal of mole/skin lesion","ukb-b-6772",-0.24110227625043,0.259813454172207,0.353416772119366
"1627","Chest pain due to walking ceases when standing still","ukb-b-10797",-0.176279242337818,0.19007500409137,0.35370883257982
"1628","Type of cancer: ICD10: C50.4 Upper-outer quadrant of breast","ukb-b-6352",-0.351472098008993,0.379112088522229,0.353878339931501
"1629","Heel broadband ultrasound attenuation (left)","ukb-b-5447",0.0391677776152387,0.0422539179663138,0.353946248343274
"1630","PCT where patients GP was registered: SOUTH SEFTON PCT","ukb-b-16126",0.37983573387141,0.409981211359906,0.354201221963439
"1631","Operative procedures - main OPCS: A61.1 Excision of lesion of peripheral nerve","ukb-b-12036",0.41542198896218,0.448986920010078,0.354839539260677
"1632","Types of spreads/sauces consumed: Brown sauce","ukb-b-15287",-0.538895889041247,0.582440026638,0.354841903566627
"1633","Diagnoses - main ICD10: H25.0 Senile incipient cataract","ukb-b-2285",0.414543889910226,0.448986057440622,0.355856616532337
"1634","Vitamin and mineral supplements: Vitamin A","ukb-b-9596",0.162766723664818,0.176463246665367,0.356328760631393
"1635","Diagnoses - main ICD10: K62.1 Rectal polyp","ukb-b-19805",0.279036582895778,0.303268664572566,0.357522081547573
"1636","Types of spreads/sauces consumed: Other sauce","ukb-b-4843",0.285384401460308,0.311185289918977,0.359096349717588
"1637","Beef intake","ukb-b-2862",-0.0291473802970269,0.0317984174875039,0.359336609899451
"1638","Operation code: skin operation or plastic surgery","ukb-b-10097",0.237679123939819,0.260054826827941,0.360739047571887
"1639","Illnesses of mother: Bowel cancer","ukb-b-7748",0.11333422842886,0.124128340402493,0.361221129490223
"1640","Ingredients in canned soup: Vegetables","ukb-b-16170",-0.529947534436628,0.582444188908598,0.362891941820085
"1641","Non-cancer illness code, self-reported: migraine","ukb-b-16868",-0.155897247871911,0.171356216442451,0.362936114529101
"1642","Started insulin within one year diagnosis of diabetes","ukb-b-8388",0.226698688600085,0.249224865200291,0.363025557960905
"1643","Type of special diet followed: Other","ukb-b-14108",0.3111485748157,0.342141334895026,0.363130933035792
"1644","PCT where patients GP was registered: NORTH EASTERN DERBYSHIRE PCT","ukb-b-4233",-0.639932207895065,0.706780326648678,0.365243550183526
"1645","Treatment/medication code: omega-3/fish oil supplement","ukb-b-17010",-0.137323798151141,0.151680903760455,0.365281769453292
"1646","PCT where patients GP was registered: NORTH KIRKLEES PCT","ukb-b-18127",-0.520614131511153,0.57781326332887,0.367584288166111
"1647","Operative procedures - main OPCS: Q18.8 Other specified diagnostic endoscopic examination of uterus","ukb-b-507",-0.286086132833396,0.317595559589071,0.367701276936352
"1648","Feta intake","ukb-b-4740",-0.760276319070697,0.844090417887303,0.367745278218963
"1649","Type of special diet followed: Vegetarian","ukb-b-11679",-0.407052618719431,0.453297704090409,0.369195804712061
"1650","Eye problems/disorders: Macular degeneration","ukb-b-17194",0.221353340685056,0.246639262988828,0.369463846589529
"1651","Comparative body size at age 10","ukb-b-4650",-0.0358258977315207,0.0399216579957438,0.369502815585252
"1652","Red wine intake","ukb-b-13556",0.0522832178484113,0.0583054022263814,0.369872029721896
"1653","Leisure/social activities: Religious group","ukb-b-4667",0.0645443592533297,0.0721184251661125,0.370799179577413
"1654","Quorn intake","ukb-b-19069",-0.447005041673845,0.500229404872639,0.371535897705669
"1655","Type of fat/oil used in cooking: Butter","ukb-b-2341",-0.211384917485114,0.23661506797079,0.371658804360124
"1656","Operative procedures - secondary OPCS: E13.3 Intranasal antrostomy","ukb-b-17962",-0.629917506522685,0.706844117277666,0.372838556961471
"1657","Operation code: discectomy","ukb-b-3498",0.337937967101258,0.379670899731805,0.373422234506855
"1658","Yogurt/ice-cream consumers","ukb-b-16482",-0.133761030925269,0.150580804789463,0.374379035318428
"1659","pc24","pc24",0.00925330368788846,0.0104184689028723,0.374452815419662
"1660","Treatment/medication code: losartan","ukb-b-11878",0.223552131064234,0.25188052974049,0.374792330434361
"1661","Treatment/medication code: bendrofluazide","ukb-b-12812",0.282156309549734,0.317959562532661,0.374865286728091
"1662","Diagnoses - main ICD10: M67.4 Ganglion","ukb-b-12364",0.29700366790675,0.335048966723413,0.375375871674986
"1663","Operative procedures - secondary OPCS: Z89.6 Finger NEC","ukb-b-10281",0.281275142980064,0.317958847254308,0.376357564878795
"1664","Plain cereal intake","ukb-b-20023",-0.130341477939515,0.147400682155189,0.376552394702346
"1665","PCT where patients GP was registered: ISLINGTON PCT","ukb-b-5504",0.335309152108144,0.379668652967198,0.377148429165745
"1666","Types of spread used on bread/crackers: Olive spread on bread/crackers","ukb-b-19130",-0.213480038624538,0.242048691606404,0.377792239603246
"1667","Longest period of depression","ukb-b-2102",0.0546641164886236,0.0620175980288626,0.378085605394305
"1668","Other milk-based pudding intake","ukb-b-9857",-0.316433597702989,0.359061050155554,0.378165873287365
"1669","Operation code: lumpectomy","ukb-b-10827",-0.139623877826083,0.158674498379769,0.378892361320418
"1670","Squash intake","ukb-b-8793",0.0659730081043191,0.0750091761208708,0.379112620126339
"1671","Diagnoses - secondary ICD10: Z86.0 Personal history of other neoplasms","ukb-b-3897",0.228388198739053,0.260050182751188,0.379809887364371
"1672","Vegetable consumers","ukb-b-16100",-0.157903376358264,0.179884586423043,0.380050193374996
"1673","Operation code: anterior/posterior repair bladder/uterus","ukb-b-16904",0.220592955241694,0.251879149925293,0.381144823633879
"1674","Non-cancer illness code, self-reported: headaches (not migraine)","ukb-b-12623",-0.292847222448927,0.334648838492252,0.381525961373074
"1675","Operative procedures - secondary OPCS: V55.2 Two levels of spine","ukb-b-7946",0.331836573764382,0.379665973595955,0.38210604318182
"1676","Sweet potato intake","ukb-b-9686",0.15543430539569,0.178132619609005,0.382894053168068
"1677","Operation code: hysteroscopy +/- biopsy","ukb-b-17907",-0.503445184659971,0.577873554004216,0.383643311985438
"1678","Diagnoses - secondary ICD10: I95.9 Hypotension, unspecified","ukb-b-8855",0.330681703192214,0.379665084228607,0.383763623590942
"1679","Operative procedures - main OPCS: X35.2 Intravenous chemotherapy","ukb-b-2108",0.225462686380471,0.260048768506116,0.385941158299837
"1680","PCT where patients GP was registered: BRADFORD SOUTH AND WEST PCT","ukb-b-7414",-0.610373319125362,0.706962765349514,0.387931832075089
"1681","Heel bone mineral density (BMD) T-score, automated","ukb-b-20124",-0.0331891620103053,0.038475646992494,0.388356445248558
"1682","Heel quantitative ultrasound index (QUI), direct entry","ukb-b-19234",-0.0331823379448173,0.0384756469162492,0.388454000584741
"1683","Types of spread used on bread/crackers: Low fat polyunsaturated margarine on bread/crackers","ukb-b-19006",0.204133434260218,0.236771305161607,0.388602531768313
"1684","Diagnoses - main ICD10: N32.0 Bladder-neck obstruction","ukb-b-123",0.351267237847258,0.409956720802325,0.391533422220659
